dataset_id,region,climatezone,status_250_km,status_500_km,total_adjusted_r_squared_250_km,total_adjusted_r_squared_500_km,human_250_km,human_500_km,climate_250_km,climate_500_km,time_250_km,time_500_km,signed_difference_250_km,signed_difference_500_km,signed_balance_250_km,signed_balance_500_km,zero_balance_250_km,zero_balance_500_km,unique_adjusted_r2_pure_human_250_km,unique_adjusted_r2_pure_human_500_km,unique_adjusted_r2_pure_climate_250_km,unique_adjusted_r2_pure_climate_500_km,unique_adjusted_r2_pure_time_250_km,unique_adjusted_r2_pure_time_500_km,zero_ranking_250_km,zero_ranking_500_km,signed_ranking_250_km,signed_ranking_500_km,total_adjusted_r_squared_delta_500_minus_250,human_delta_500_minus_250,climate_delta_500_minus_250,time_delta_500_minus_250,signed_difference_delta_500_minus_250,signed_balance_delta_500_minus_250,zero_balance_delta_500_minus_250,unique_adjusted_r2_pure_human_delta_500_minus_250,unique_adjusted_r2_pure_climate_delta_500_minus_250,unique_adjusted_r2_pure_time_delta_500_minus_250,profile_250_km_present,profile_500_km_present,estimable_250_km,estimable_500_km,matched_estimable,status_changed,zero_ranking_reversal,signed_ranking_reversal,ranking_reversal,robustness_classification,material_change
26439,Europe,Cold_Without_dry_season_Warm_Summer,insufficient_residual_df,insufficient_residual_df,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_estimable_at_either_radius,FALSE
4497,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.475,0.458,0.0162,0.0268,0.3058,0.3079,0.1525,0.1228,-0.2896,-0.2811,-0.6096842105263158,-0.6137554585152839,-0.8993788819875776,-0.8398565879892441,-0.0340738991502928,-0.05101816985349905,0.0987600169869116,0.19036031340255533,-0.012596282534864,0.01537366224108161,climate,climate,climate,climate,-0.01699999999999996,0.010600000000000002,0.0020999999999999908,-0.02969999999999999,0.008500000000000008,-0.004071247988968074,0.05952229399833353,-0.016944270703206255,0.09160029641564373,0.02796994477594561,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
2634,North America,Arid,estimated,estimated,0.515,0.564,-0.0158,0.0399,0.225,0.1895,0.306,0.3341,-0.2408,-0.1496,-0.4675728155339806,-0.26524822695035466,-1,-0.6521360069747167,-0.01610714121648027,0.03217134036126257,0.11905266946294456,0.04726835327683965,0.17079864444764248,0.22614672599513697,climate,climate,climate,climate,0.04899999999999993,0.0557,-0.035500000000000004,0.028100000000000014,0.09119999999999998,0.20232458858362595,0.34786399302528326,0.04827848157774284,-0.07178431618610491,0.05534808154749449,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
21537,Latin America,Tropical,estimated,estimated,0.135,0.358,0.0828,0.2018,0.0145,0.0662,0.038,0.0902,0.0683,0.1356,0.5059259259259259,0.3787709497206704,0.7019527235354573,0.5059701492537313,0.02931540306831614,0.2520745865384987,-0.11749908268650566,0.00160540307209333,-0.03546273405660194,0.08469250366445602,human,human,human,human,0.22299999999999998,0.11900000000000001,0.051699999999999996,0.0522,0.0673,-0.1271549762052555,-0.19598257428172605,0.22275918347018253,0.119104485758599,0.12015523772105796,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
2332,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.29,0.334,0.0569,0.0807,0.1754,0.1961,0.0576,0.0574,-0.1185,-0.1154,-0.4086206896551724,-0.3455089820359281,-0.5101162290142057,-0.4169075144508671,0.01855608538336284,0.06279222799460682,0.1635451974546137,0.19395493050831025,-0.0313858063297745,-0.0428382716076402,climate,climate,climate,climate,0.04400000000000004,0.023799999999999995,0.020699999999999996,-1.999999999999988e-4,0.0030999999999999917,0.06311170761924428,0.09320871456333862,0.04423614261124398,0.03040973305369654,-0.011452465277865698,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1776,North America,Temperate_Without_dry_season,estimated,estimated,0.369,0.334,0.0224,-1e-4,0.2202,0.2144,0.1265,0.1196,-0.1978,-0.2145,-0.5360433604336043,-0.6422155688622754,-0.8153338829348722,-1,-0.02317107609578717,-0.0585181382265979,0.193476267010666,0.19250343746682097,0.096525771815546,0.09319513574622816,climate,climate,climate,climate,-0.034999999999999976,-0.0225,-0.0058,-0.006900000000000003,-0.016699999999999993,-0.10617220842867103,-0.1846661170651278,-0.03534706213081073,-9.72829543845033e-4,-0.003330636069317841,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
4092,Europe,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.538,0.506,0.1046,0.0308,0.2092,0.2253,0.2243,0.2502,-0.1046,-0.1945,-0.19442379182156133,-0.3843873517786562,-0.33333333333333337,-0.7594689574385006,0.00837962248706492,-0.0233386282906205,0.11067190400405602,0.1634589844173021,0.11908863251559998,0.19138913981838013,climate,climate,climate,climate,-0.03200000000000003,-0.0738,0.016100000000000003,0.02589999999999998,-0.08990000000000001,-0.18996355995709485,-0.42613562410516725,-0.03171825077768542,0.05278708041324609,0.07230050730278015,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
18110,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.626,0.566,0.2311,0.1954,0.1905,0.1673,0.204,0.2031,0.0406,0.02809999999999998,0.06485623003194887,0.04964664310954062,0.09629981024667932,0.07747449682933549,0.06889683626370036,0.00910102767842779,0.06280723406982691,-0.00700658546018007,0.0713549674381343,0.04586201517206101,human,human,human,human,-0.06000000000000005,-0.03570000000000001,-0.0232,-8.999999999999841e-4,-0.012500000000000018,-0.015209586922408258,-0.018825313417343822,-0.059795808585272565,-0.06981381953000698,-0.025492952266073288,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
3839,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.514,0.502,0.1408,0.1083,0.1116,0.0818,0.2611,0.3116,0.0292,0.02649999999999999,0.05680933852140078,0.05278884462151394,0.115689381933439,0.1394003156233561,0.03977164822360113,0.02796537459462011,0.12037438799704003,0.0633497232168665,0.1812683005511475,0.2848500365042935,human,human,human,human,-0.01200000000000001,-0.032500000000000015,-0.029800000000000007,0.05049999999999999,-0.0027000000000000114,-0.004020493899886839,0.023710933689917113,-0.011806273628981019,-0.05702466478017354,0.10358173595314601,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
2048,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.613,0.583,0.091,0.1434,0.2602,0.2293,0.2621,0.2106,-0.1692,-0.0859,-0.2760195758564437,-0.14734133790737566,-0.48177676537585423,-0.23048027904480817,0.02109962755041183,-0.00883642274023199,0.14505451431450067,0.1452964837533669,0.1063668424388986,0.06549659889232518,climate,climate,climate,climate,-0.030000000000000027,0.0524,-0.030899999999999983,-0.05149999999999999,0.08329999999999999,0.12867823794906805,0.25129648633104607,-0.02993605029064382,2.4196943886622968e-4,-0.040870243546573426,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
302,North America,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.461,0.426,-0.0039,0.0983,0.0273,-4e-4,0.4376,0.3276,-0.0312,0.0987,-0.06767895878524946,0.2316901408450704,-1,1,-0.00590937522185808,-0.04131793545184481,0.00662562992484361,-0.02413551959185433,0.4451932558324947,0.24977340311367424,climate,human,climate,human,-0.03500000000000003,0.1022,-0.027700000000000002,-0.10999999999999999,0.1299,0.2993690996303199,2,-0.03540856022998673,-0.03076114951669794,-0.19541985271882045,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ranking_reversal,TRUE
15103,Latin America,Temperate_Dry_Summer,estimated,estimated,0.547,0.541,-0.019,0.0012,0.2401,0.2275,0.3255,0.3122,-0.2591,-0.2263,-0.4736745886654478,-0.41829944547134934,-1,-0.989505902929602,-0.02413953880125596,-0.02981403170947572,-0.01088857174873758,0.0026110143549558,0.08863416191259144,0.10076749476139012,climate,climate,climate,climate,-0.006000000000000005,0.0202,-0.0126,-0.013300000000000034,0.032799999999999996,0.055375143194098475,0.010494097070397945,-0.0056744929082197595,0.013499586103693381,0.01213333284879868,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1391,North America,Cold_Without_dry_season_Warm_Summer,missing_predictor_group,estimated,NA,0.389,NA,0.1479,NA,0.1412,NA,0.0997,NA,0.00670000000000001,NA,0.01722365038560414,NA,0.02317537184365275,NA,0.12621969883216688,NA,-0.01864833584878622,NA,-0.03438238169472951,NA,human,NA,human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,gained_estimability,TRUE
208,North America,Polar,estimated,estimated,0.613,0.603,0.0047,0.0373,0.3596,0.3014,0.2486,0.2646,-0.3549,-0.2641,-0.5789559543230016,-0.4379767827529022,-0.974197090310184,-0.7797460879834662,-0.00524234000307821,-0.01487625935557046,0.2871435696207324,0.1568316309556429,0.1791824810989816,0.19719235801859947,climate,climate,climate,climate,-0.010000000000000009,0.0326,-0.058199999999999974,0.016000000000000014,0.09079999999999999,0.14097917157009943,0.19445100232671775,-0.009633919352492248,-0.1303119386650895,0.018009876919617862,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
24053,Europe,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.673,0.706,0.0346,0.0296,0.1426,0.1537,0.4963,0.5227,-0.108,-0.1241,-0.16047548291233285,-0.17577903682719548,-0.6094808126410836,-0.6770321876704855,0.00395925234694805,0.03647739100049052,0.05091205761537509,0.04643892691719031,0.4239737960127249,0.4501812421697995,climate,climate,climate,climate,0.03299999999999992,-0.0049999999999999975,0.011099999999999999,0.026400000000000035,-0.016100000000000003,-0.015303553914862628,-0.0675513750294019,0.03251813865354247,-0.00447313069818478,0.0262074461570746,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1862,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.622,0.628,0.1055,0.065,0.3194,0.334,0.1974,0.2286,-0.21390000000000003,-0.269,-0.34389067524115763,-0.428343949044586,-0.5034125676629796,-0.6741854636591479,-0.01165648394530749,-0.00625068162357533,0.15836404029046602,0.0954759553048702,0.06039490331977637,0.03064297790711501,climate,climate,climate,climate,0.006000000000000005,-0.040499999999999994,0.014600000000000002,0.031200000000000006,-0.05509999999999998,-0.08445327380342837,-0.1707728959961683,0.00540580232173216,-0.06288808498559582,-0.029751925412661362,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
15244,North America,Cold_Without_dry_season_Hot_Summer,estimated,estimated,0.517,0.401,0.1606,0.0902,0.1911,0.1663,0.1651,0.1442,-0.0305,-0.0761,-0.05899419729206963,-0.18977556109725685,-0.08672163775945407,-0.29668615984405455,0.18987358267240573,0.07373719211081509,0.09643511981186426,0.06987726107028103,0.14275797556842185,0.12382460037650822,climate,climate,climate,climate,-0.11599999999999999,-0.07039999999999999,-0.02479999999999999,-0.020900000000000002,-0.0456,-0.13078136380518723,-0.20996452208460048,-0.11613639056159064,-0.02655785874158323,-0.018933375191913626,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
2297,North America,Polar,estimated,estimated,0.564,0.687,0.0235,0.1039,0.2728,0.3088,0.2677,0.274,-0.2493,-0.20490000000000003,-0.4420212765957447,-0.2982532751091703,-0.8413769827877151,-0.4964865519748002,0.02301320882581936,0.14565740128060323,0.07782031921169608,0.15647136976229403,0.07581302128270517,0.0950928820521696,climate,climate,climate,climate,0.12300000000000011,0.0804,0.03600000000000003,0.006300000000000028,0.04439999999999997,0.14376800148657437,0.34489043081291493,0.12264419245478386,0.07865105055059796,0.019279860769464433,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1883,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.659,0.724,0.0073,0.0999,0.4502,0.4232,0.2011,0.201,-0.4429,-0.32330000000000003,-0.6720789074355084,-0.4465469613259669,-0.9680874316939893,-0.6180462626648825,-0.01939783058759725,0.04604225835357223,0.2268806862442244,0.23174901756922517,-0.01838989192503648,0.04026297075295759,climate,climate,climate,climate,0.06499999999999995,0.0926,-0.02699999999999997,-9.999999999998899e-5,0.11959999999999998,0.22553194610954147,0.35004116902910676,0.06544008894116948,0.00486833132500078,0.058652862677994064,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
3149,North America,Cold_Without_dry_season_Cold_Summer,missing_predictor_group,estimated,NA,0.565,NA,0.0969,NA,0.1773,NA,0.2904,NA,-0.08040000000000001,NA,-0.14230088495575224,NA,-0.2932166301969366,NA,0.03512919035295459,NA,0.05616811364197427,NA,0.11840249406970772,NA,climate,NA,climate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,gained_estimability,TRUE
701,North America,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.463,0.409,0.2066,0.153,0.1391,0.1426,0.1175,0.1132,0.0675,0.01039999999999999,0.14578833693304535,0.02542787286063568,0.1952560023141452,0.03518267929634639,0.2658733616543092,0.2115367355345149,0.06427394014023524,0.05975032247767986,0.02671236703712876,0.00653974182248484,human,human,human,human,-0.05400000000000005,-0.05360000000000001,0.003500000000000003,-0.004299999999999998,-0.05710000000000001,-0.12036046407240968,-0.1600733230177988,-0.054336626119794285,-0.004523617662555379,-0.02017262521464392,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
3840,North America,Temperate_Without_dry_season,estimated,estimated,0.287,0.295,0.02,0.0802,0.011,-0.0035,0.2561,0.2183,0.009,0.0837,0.03135888501742161,0.28372881355932206,0.2903225806451613,1,-0.00862681742664883,-6.695611450479033e-4,-0.06752030075062543,-0.04515842293088601,0.17991658151475287,0.15567211456233154,human,human,human,human,0.008000000000000007,0.06019999999999999,-0.014499999999999999,-0.0378,0.0747,0.25236992854190043,0.7096774193548387,0.007957256281600926,0.022361877819739417,-0.02424446695242133,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
20223,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.313,0.425,-0.0333,0.012,0.0859,0.118,0.2602,0.295,-0.1192,-0.106,-0.3808306709265176,-0.24941176470588236,-1,-0.8153846153846154,-0.05596518163357011,0.05623446596482417,-0.02050727418160569,0.10127857684589692,0.1423834288527004,0.26957660560741303,climate,climate,climate,climate,0.11199999999999999,0.04530000000000001,0.03209999999999999,0.0348,0.013200000000000003,0.13141890622063526,0.18461538461538463,0.11219964759839428,0.12178585102750261,0.12719317675471264,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
42649,Europe,Temperate_Without_dry_season,estimated,estimated,0.562,0.526,0.0927,0.1065,0.3395,0.2916,0.1301,0.1283,-0.2468,-0.18510000000000004,-0.4391459074733096,-0.3519011406844107,-0.5710319296621934,-0.464958553127355,0.12883751073155725,0.09297942455083474,0.2515410915127583,0.16275761626980834,-0.01825556779277937,-0.01490423407545138,climate,climate,climate,climate,-0.03600000000000003,0.013799999999999993,-0.0479,-0.001799999999999996,0.06169999999999995,0.08724476678889892,0.10607337653483839,-0.035858086180722504,-0.08878347524294994,0.00335133371732799,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
2324,North America,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.714,0.706,0.1181,0.0385,0.4405,0.4559,0.1556,0.2112,-0.3224,-0.4174000000000001,-0.45154061624649866,-0.5912181303116149,-0.5771571786609381,-0.8442556634304208,-0.018122386697215,-0.02672796681296152,0.27240729191470636,0.1895392206818748,-0.02673911069548062,-0.02921221079474145,climate,climate,climate,climate,-0.008000000000000007,-0.0796,0.015400000000000025,0.05560000000000001,-0.09500000000000008,-0.1396775140651162,-0.2670984847694827,-0.008605580115746522,-0.08286807123283157,-0.0024731000992608276,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1698,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.239,0.29,0.0621,0.105,0.0518,0.0651,0.1249,0.1201,0.0103,0.03989999999999999,0.04309623430962345,0.1375862068965517,0.0904302019315189,0.23456790123456783,-0.06079807143195437,-0.00934679659844817,-0.01209950663171288,0.03892601045349042,0.01508615849217398,0.02980069402933838,human,human,human,human,0.05099999999999999,0.042899999999999994,0.013300000000000006,-0.004799999999999999,0.02959999999999999,0.09448997258692826,0.14413769930304893,0.0514512748335062,0.0510255170852033,0.014714535537164402,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
15081,North America,Temperate_Without_dry_season,estimated,estimated,0.627,0.654,0.2542,0.2918,0.1082,0.101,0.2647,0.2615,0.14599999999999996,0.1908,0.23285486443381173,0.291743119266055,0.4028697571743928,0.4857433808553971,0.08938804054414784,0.11657283578438316,0.02244810268710573,-0.01407340396574363,0.07754940161916224,0.04899460498843477,human,human,human,human,0.027000000000000024,0.03760000000000002,-0.007199999999999998,-0.0031999999999999806,0.044800000000000034,0.058888254832243275,0.08287362368100432,0.027184795240235315,-0.03652150665284936,-0.02855479663072747,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
16217,Europe,Temperate_Without_dry_season,estimated,estimated,0.589,0.575,0.0972,0.1042,0.184,0.1803,0.3079,0.29,-0.0868,-0.07609999999999999,-0.1473684210526316,-0.1323478260869565,-0.30867709815078237,-0.26748681898066784,-0.02522573164310626,-0.03973940637733686,0.1547919183199814,0.1447271058713527,0.2098602370609556,0.17143440204588223,climate,climate,climate,climate,-0.014000000000000012,0.007000000000000006,-0.003700000000000009,-0.017900000000000027,0.010700000000000015,0.015020594965675094,0.04119027917011453,-0.0145136747342306,-0.010064812448628696,-0.03842583501507338,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
41016,North America,Cold_Without_dry_season_Hot_Summer,estimated,estimated,0.714,0.661,0.1462,0.1847,0.3059,0.2666,0.2616,0.2101,-0.1597,-0.0819,-0.22366946778711488,-0.12390317700453855,-0.35324043353240436,-0.18147573676046977,0.13174226211719964,0.07933509779932724,-0.00179642892834352,7.750660070177107e-4,0.01112057421472212,-0.01064553679748769,climate,climate,climate,climate,-0.052999999999999936,0.038500000000000006,-0.0393,-0.05149999999999999,0.07780000000000001,0.09976629078257633,0.1717646967719346,-0.0524071643178724,0.002571494935361231,-0.021766111012209807,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
21772,North America,Temperate_Without_dry_season,estimated,estimated,0.324,0.343,0.0742,0.0882,0.0213,-0.0093,0.2284,0.2639,0.0529,0.0975,0.1632716049382716,0.28425655976676384,0.5539267015706807,1,-0.00941374883172652,0.00954648318364115,0.04434602614443084,-0.00734444060716099,0.14892487833295398,0.22949885954019136,human,human,human,human,0.019000000000000017,0.013999999999999999,-0.0306,0.03550000000000003,0.0446,0.12098495482849225,0.4460732984293193,0.018960232015367673,-0.05169046675159183,0.08057398120723738,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
45731,Europe,Cold_Dry_Summer,insufficient_unique_ages,insufficient_unique_ages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,not_estimable_at_either_radius,FALSE
41448,Europe,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.346,0.524,0.0568,0.1556,0.0786,0.1265,0.211,0.2416,-0.0218,0.02909999999999998,-0.06300578034682082,0.05553435114503814,-0.1610044313146233,0.10315490960652246,0.01148313496190478,0.18878365139095432,-0.06240706842646426,0.03733472387103953,0.12766547693942154,0.1927735934190511,climate,human,climate,human,0.17800000000000005,0.09879999999999999,0.0479,0.030600000000000016,0.05089999999999998,0.11854013149185896,0.2641593409211458,0.17730051642904954,0.0997417922975038,0.06510811647962955,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ranking_reversal,TRUE
1571,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.401,0.357,0.0296,0.1029,0.1151,0.0944,0.2559,0.1595,-0.08549999999999999,0.0085,-0.213216957605985,0.02380952380952383,-0.5908776779543884,0.04308160162189563,-0.02406763055811023,-0.06792157455867143,0.09081923261041502,0.03065268401879128,0.21468409346899675,0.00285252440246763,climate,human,climate,human,-0.04400000000000004,0.0733,-0.020699999999999996,-0.09640000000000001,0.094,0.23702648141550883,0.6339592795762841,-0.043853944000561196,-0.06016654859162374,-0.2118315690665291,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ranking_reversal,TRUE
24861,Europe,Temperate_Without_dry_season,estimated,estimated,0.459,0.496,-0.0041,0.0531,0.3146,0.3071,0.1482,0.1354,-0.3187,-0.254,-0.6943355119825707,-0.5120967741935484,-1,-0.7051637978900611,-0.01396084890955051,0.02294357435248861,0.14980224097200356,0.19121498609554943,-0.00780341413457663,0.02320106082545026,climate,climate,climate,climate,0.03699999999999998,0.0572,-0.007500000000000007,-0.012800000000000006,0.06469999999999998,0.18223873778902233,0.2948362021099389,0.03690442326203912,0.04141274512354587,0.03100447496002689,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
21895,Latin America,Tropical,missing_predictor_group,estimated,NA,0.222,NA,-0.0108,NA,0.149,NA,0.0841,NA,-0.1598,NA,-0.7198198198198198,NA,-1,NA,-0.07620405013214171,NA,0.01990046963404612,NA,-0.0109021658243692,NA,climate,NA,climate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,gained_estimability,TRUE
22656,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.559,0.575,0.0334,0.0559,0.1955,0.2116,0.3298,0.3079,-0.16210000000000002,-0.1557,-0.2899821109123435,-0.2707826086956522,-0.708169506334644,-0.5820560747663551,-0.01458820541117822,0.00200868884817306,-0.01571552104933982,-0.0215363708459978,0.14736061400142386,0.0654537316588577,climate,climate,climate,climate,0.015999999999999903,0.0225,0.016100000000000003,-0.021899999999999975,0.006400000000000017,0.01919950221669131,0.12611343156828891,0.01659689425935128,-0.005820849796657979,-0.08190688234256616,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
2661,North America,Cold_Without_dry_season_Cold_Summer,estimated,estimated,0.336,0.343,-0.066,0.0118,0.2958,0.2537,0.1058,0.0776,-0.3618,-0.2419,-1.0767857142857142,-0.7052478134110786,-1,-0.9111111111111112,-0.06892445156364091,-0.06144928243524394,0.254282864269306,0.20325145693319924,0.06513287629858466,0.04215064406607827,climate,climate,climate,climate,0.007000000000000006,0.07780000000000001,-0.042100000000000026,-0.028200000000000003,0.1199,0.3715379008746357,0.0888888888888888,0.00747516912839697,-0.05103140733610678,-0.022982232232506394,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
47604,Europe,Polar,estimated,estimated,0.709,0.71,-0.0011,-0.0028,0.2444,0.255,0.4652,0.4573,-0.2455,-0.25780000000000003,-0.346262341325811,-0.36309859154929586,-1,-1,-0.02558948926887327,-0.02455347985979128,0.0482365347554855,0.03139273286020083,0.2881321745991914,0.2342670396377816,climate,climate,climate,climate,0.0010000000000000009,-0.0017,0.010599999999999998,-0.007900000000000018,-0.012300000000000033,-0.01683625022348484,0,0.0010360094090819914,-0.01684380189528467,-0.053865134961409794,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
1617,North America,Cold_Without_dry_season_Cold_Summer,missing_predictor_group,estimated,NA,0.433,NA,-3e-4,NA,0.2392,NA,0.1939,NA,-0.2395,NA,-0.5531177829099307,NA,-1,NA,-0.01565469078282222,NA,0.1950813222361588,NA,0.15473613431665134,NA,climate,NA,climate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,gained_estimability,TRUE
48960,Europe,Temperate_Without_dry_season,estimated,estimated,0.404,0.378,0.0017,-0.003,0.1564,0.1497,0.246,0.2318,-0.1547,-0.1527,-0.38292079207920793,-0.403968253968254,-0.978494623655914,-1,-0.01438020487730828,-0.0400077967860688,0.0440071610679229,0.01817628141908445,0.15014645555623818,0.10921053564836992,climate,climate,climate,climate,-0.026000000000000023,-0.0047,-0.0067000000000000115,-0.01419999999999999,0.0020000000000000018,-0.02104746188904605,-0.021505376344086002,-0.025627591908760516,-0.02583087964883845,-0.040935919907868254,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
22944,Europe,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.295,0.096,0.1016,-0.0419,-0.1151,-0.1701,0.3086,0.308,0.2167,0.1282,0.7345762711864408,1.3354166666666667,1,NA,0.12763807353180823,-0.07138326696706243,-0.12234673343589098,-0.2375974340713416,0.27380006814556146,0.26728807925577636,human,NA,human,human,-0.19899999999999998,-0.1435,-0.05500000000000001,-5.999999999999894e-4,-0.0885,0.6008403954802259,NA,-0.19902134049887066,-0.11525070063545062,-0.006511988889785103,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,same_ranking,FALSE
346,North America,Cold_Without_dry_season_Warm_Summer,estimated,estimated,0.485,0.379,0.1191,0.0899,0.1402,0.088,0.2257,0.2013,-0.02109999999999999,0.00189999999999999,-0.04350515463917524,0.0050131926121372,-0.0813729271114539,0.01068015739179313,0.13275230586435172,0.0270352896779763,0.00641609236479634,-0.06552549749294279,0.05261230706947895,0.03648078485910566,climate,human,climate,human,-0.10599999999999998,-0.029200000000000004,-0.052199999999999996,-0.024400000000000005,0.02299999999999998,0.04851834725131244,0.09205308450324703,-0.10571701618637541,-0.07194158985773913,-0.01613152221037329,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ranking_reversal,TRUE
