analysis,dataset_id,region,climatezone,model_id,predictor,unique,average_share,individual,individual_percent,predictor_present,total_adjusted_r_squared,model_result_available,has_required_predictors,has_finite_total,has_positive_total,has_finite_individual,has_negative_unique,has_negative_individual,is_importance_eligible,exclusion_reason,age
spatial_spd,209,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=209|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.2746,0.10349999999999998,0.3781,82.92,TRUE,0.456,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,209,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=209|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,human,-0.026,0.1035,0.0775,17,TRUE,0.456,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,20,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=20|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.2253,0.07550000000000001,0.3008,70.94,TRUE,0.424,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,20,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=20|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,human,0.0481,0.07550000000000001,0.1236,29.15,TRUE,0.424,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,210,North America,Arid,analysis=spatial_spd|dataset_id=210|region=North America|climatezone=Arid,climate,0.2855,0.10920000000000002,0.3947,72.56,TRUE,0.544,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,210,North America,Arid,analysis=spatial_spd|dataset_id=210|region=North America|climatezone=Arid,human,0.0397,0.1092,0.1489,27.37,TRUE,0.544,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21314,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=21314|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.4061,0.020100000000000007,0.4262,88.98,TRUE,0.479,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21314,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=21314|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,human,0.0324,0.0201,0.0525,10.96,TRUE,0.479,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21319,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=21319|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.5457,0.042200000000000015,0.5879,90.45,TRUE,0.65,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21319,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=21319|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,human,0.0196,0.0421,0.0617,9.49,TRUE,0.65,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21537,Latin America,Tropical,analysis=spatial_spd|dataset_id=21537|region=Latin America|climatezone=Tropical,climate,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,missing_result,NA
spatial_spd,21537,Latin America,Tropical,analysis=spatial_spd|dataset_id=21537|region=Latin America|climatezone=Tropical,human,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,missing_result,NA
spatial_spd,21539,Latin America,Tropical,analysis=spatial_spd|dataset_id=21539|region=Latin America|climatezone=Tropical,climate,0.1655,0.1847,0.3502,65.83,TRUE,0.532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21539,Latin America,Tropical,analysis=spatial_spd|dataset_id=21539|region=Latin America|climatezone=Tropical,human,-0.0027,0.18460000000000001,0.1819,34.19,TRUE,0.532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21580,Latin America,Tropical,analysis=spatial_spd|dataset_id=21580|region=Latin America|climatezone=Tropical,climate,0.1975,0.016999999999999987,0.2145,77.16,TRUE,0.278,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21580,Latin America,Tropical,analysis=spatial_spd|dataset_id=21580|region=Latin America|climatezone=Tropical,human,0.0465,0.017,0.0635,22.84,TRUE,0.278,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,215,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=215|region=Europe|climatezone=Temperate_Without_dry_season,climate,0.55,-0.12750000000000006,0.4225,55.59,TRUE,0.76,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,215,Europe,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=215|region=Europe|climatezone=Temperate_Without_dry_season,human,0.4649,-0.12739999999999996,0.3375,44.41,TRUE,0.76,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21603,Latin America,Arid,analysis=spatial_spd|dataset_id=21603|region=Latin America|climatezone=Arid,climate,0.0727,0.0853,0.158,64.23,TRUE,0.246,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21603,Latin America,Arid,analysis=spatial_spd|dataset_id=21603|region=Latin America|climatezone=Arid,human,0.0027,0.08520000000000001,0.0879,35.73,TRUE,0.246,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21606,Latin America,Arid,analysis=spatial_spd|dataset_id=21606|region=Latin America|climatezone=Arid,climate,0.3795,0.06590000000000001,0.4454,59.79,TRUE,0.745,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21606,Latin America,Arid,analysis=spatial_spd|dataset_id=21606|region=Latin America|climatezone=Arid,human,0.2334,0.066,0.2994,40.19,TRUE,0.745,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21675,Latin America,Tropical,analysis=spatial_spd|dataset_id=21675|region=Latin America|climatezone=Tropical,climate,0.1204,0.1228,0.2432,42.22,TRUE,0.576,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21675,Latin America,Tropical,analysis=spatial_spd|dataset_id=21675|region=Latin America|climatezone=Tropical,human,0.2097,0.12280000000000002,0.3325,57.73,TRUE,0.576,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21700,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21700|region=Latin America|climatezone=Temperate_Without_dry_season,climate,0.4426,0.043399999999999994,0.486,70.23,TRUE,0.692,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21700,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21700|region=Latin America|climatezone=Temperate_Without_dry_season,human,0.1625,0.043399999999999994,0.2059,29.75,TRUE,0.692,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21708,Latin America,Temperate_Dry_Summer,analysis=spatial_spd|dataset_id=21708|region=Latin America|climatezone=Temperate_Dry_Summer,climate,0.1636,0.05399999999999999,0.2176,65.74,TRUE,0.331,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21708,Latin America,Temperate_Dry_Summer,analysis=spatial_spd|dataset_id=21708|region=Latin America|climatezone=Temperate_Dry_Summer,human,0.0592,0.05399999999999999,0.1132,34.2,TRUE,0.331,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21762,Latin America,Polar,analysis=spatial_spd|dataset_id=21762|region=Latin America|climatezone=Polar,climate,0.2089,0.099,0.3079,82.77,TRUE,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21762,Latin America,Polar,analysis=spatial_spd|dataset_id=21762|region=Latin America|climatezone=Polar,human,-0.0345,0.099,0.0645,17.34,TRUE,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21768,Latin America,Tropical,analysis=spatial_spd|dataset_id=21768|region=Latin America|climatezone=Tropical,climate,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,non_finite_total,NA
spatial_spd,21768,Latin America,Tropical,analysis=spatial_spd|dataset_id=21768|region=Latin America|climatezone=Tropical,human,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,non_finite_total,NA
spatial_spd,21770,North America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21770|region=North America|climatezone=Temperate_Without_dry_season,climate,0.1539,0.1328,0.2867,72.22,TRUE,0.397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21770,North America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21770|region=North America|climatezone=Temperate_Without_dry_season,human,-0.0223,0.1328,0.1105,27.83,TRUE,0.397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21772,North America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21772|region=North America|climatezone=Temperate_Without_dry_season,climate,0.0474,-0.039599999999999996,0.0078,4.46,TRUE,0.175,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21772,North America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21772|region=North America|climatezone=Temperate_Without_dry_season,human,0.2069,-0.03970000000000001,0.1672,95.54,TRUE,0.175,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21774,North America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21774|region=North America|climatezone=Temperate_Without_dry_season,climate,0.4132,-0.10370000000000001,0.3095,71.48,TRUE,0.433,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21774,North America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21774|region=North America|climatezone=Temperate_Without_dry_season,human,0.227,-0.1037,0.1233,28.48,TRUE,0.433,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21790,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=21790|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.1847,-0.0040999999999999925,0.1806,34.73,TRUE,0.52,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21790,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=21790|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,human,0.3431,-0.0040999999999999925,0.339,65.19,TRUE,0.52,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21807,Latin America,Tropical,analysis=spatial_spd|dataset_id=21807|region=Latin America|climatezone=Tropical,climate,0.4331,0.11249999999999999,0.5456,71.51,TRUE,0.763,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21807,Latin America,Tropical,analysis=spatial_spd|dataset_id=21807|region=Latin America|climatezone=Tropical,human,0.1051,0.1124,0.2175,28.51,TRUE,0.763,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21818,Latin America,Polar,analysis=spatial_spd|dataset_id=21818|region=Latin America|climatezone=Polar,climate,0.2247,0.06819999999999998,0.2929,63.95,TRUE,0.458,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21818,Latin America,Polar,analysis=spatial_spd|dataset_id=21818|region=Latin America|climatezone=Polar,human,0.0969,0.06830000000000001,0.1652,36.07,TRUE,0.458,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21838,Latin America,Polar,analysis=spatial_spd|dataset_id=21838|region=Latin America|climatezone=Polar,climate,0.359,-7.999999999999674e-4,0.3582,85.29,TRUE,0.42,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21838,Latin America,Polar,analysis=spatial_spd|dataset_id=21838|region=Latin America|climatezone=Polar,human,0.0623,-8.000000000000021e-4,0.0615,14.64,TRUE,0.42,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21895,Latin America,Tropical,analysis=spatial_spd|dataset_id=21895|region=Latin America|climatezone=Tropical,climate,0.2128,0.015500000000000014,0.2283,97.98,TRUE,0.233,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21895,Latin America,Tropical,analysis=spatial_spd|dataset_id=21895|region=Latin America|climatezone=Tropical,human,-0.0106,0.0155,0.0049,2.1,TRUE,0.233,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21903,Latin America,Tropical,analysis=spatial_spd|dataset_id=21903|region=Latin America|climatezone=Tropical,climate,0.2966,-0.02949999999999997,0.2671,93.07,TRUE,0.287,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21903,Latin America,Tropical,analysis=spatial_spd|dataset_id=21903|region=Latin America|climatezone=Tropical,human,0.0491,-0.0295,0.0196,6.83,TRUE,0.287,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21913,Latin America,Tropical,analysis=spatial_spd|dataset_id=21913|region=Latin America|climatezone=Tropical,climate,0.1829,0.028299999999999992,0.2112,43.91,TRUE,0.481,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21913,Latin America,Tropical,analysis=spatial_spd|dataset_id=21913|region=Latin America|climatezone=Tropical,human,0.2414,0.028299999999999992,0.2697,56.07,TRUE,0.481,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21915,Latin America,Tropical,analysis=spatial_spd|dataset_id=21915|region=Latin America|climatezone=Tropical,climate,0.4635,0.015100000000000002,0.4786,78.08,TRUE,0.613,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21915,Latin America,Tropical,analysis=spatial_spd|dataset_id=21915|region=Latin America|climatezone=Tropical,human,0.119,0.015100000000000002,0.1341,21.88,TRUE,0.613,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,21917,Latin America,Polar,analysis=spatial_spd|dataset_id=21917|region=Latin America|climatezone=Polar,climate,0.1114,0.0597,0.1711,122.21,TRUE,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,21917,Latin America,Polar,analysis=spatial_spd|dataset_id=21917|region=Latin America|climatezone=Polar,human,-0.0905,0.059699999999999996,-0.0308,-22,TRUE,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,21926,Latin America,Polar,analysis=spatial_spd|dataset_id=21926|region=Latin America|climatezone=Polar,climate,0.2076,0.03459999999999999,0.2422,107.64,TRUE,0.225,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,21926,Latin America,Polar,analysis=spatial_spd|dataset_id=21926|region=Latin America|climatezone=Polar,human,-0.0515,0.0346,-0.0169,-7.51,TRUE,0.225,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,21938,Latin America,Polar,analysis=spatial_spd|dataset_id=21938|region=Latin America|climatezone=Polar,climate,0.3125,0.06440000000000001,0.3769,86.84,TRUE,0.434,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21938,Latin America,Polar,analysis=spatial_spd|dataset_id=21938|region=Latin America|climatezone=Polar,human,-0.0072,0.0645,0.0573,13.2,TRUE,0.434,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21978,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21978|region=Latin America|climatezone=Temperate_Without_dry_season,climate,0.2128,0.10870000000000002,0.3215,85.51,TRUE,0.376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,21978,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=21978|region=Latin America|climatezone=Temperate_Without_dry_season,human,-0.0542,0.10869999999999999,0.0545,14.49,TRUE,0.376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,219,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=219|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.5646,0.009500000000000064,0.5741,94.74,TRUE,0.606,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,219,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=219|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.0227,0.009499999999999998,0.0322,5.31,TRUE,0.606,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22047,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=22047|region=Latin America|climatezone=Temperate_Without_dry_season,climate,-0.0038,0.1707,0.1669,55.26,TRUE,0.302,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22047,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=22047|region=Latin America|climatezone=Temperate_Without_dry_season,human,-0.0355,0.1708,0.1353,44.8,TRUE,0.302,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22049,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=22049|region=Latin America|climatezone=Temperate_Without_dry_season,climate,0.14,0.024399999999999977,0.1644,124.55,TRUE,0.132,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,22049,Latin America,Temperate_Without_dry_season,analysis=spatial_spd|dataset_id=22049|region=Latin America|climatezone=Temperate_Without_dry_season,human,-0.0567,0.0245,-0.0322,-24.39,TRUE,0.132,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,22101,Latin America,Polar,analysis=spatial_spd|dataset_id=22101|region=Latin America|climatezone=Polar,climate,0.2886,0.026599999999999957,0.3152,76.5,TRUE,0.412,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22101,Latin America,Polar,analysis=spatial_spd|dataset_id=22101|region=Latin America|climatezone=Polar,human,0.0697,0.0266,0.0963,23.37,TRUE,0.412,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,221,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=221|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,climate,-0.0377,0.2234,0.1857,50.33,TRUE,0.369,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,221,North America,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=221|region=North America|climatezone=Cold_Without_dry_season_Warm_Summer,human,-0.0405,0.22340000000000002,0.1829,49.57,TRUE,0.369,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22316,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22316|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.2452,0.05250000000000002,0.2977,71.56,TRUE,0.416,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22316,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22316|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.0654,0.052500000000000005,0.1179,28.34,TRUE,0.416,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22322,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22322|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,climate,-0.0457,0.031799999999999995,-0.0139,15.27,TRUE,-0.091,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,non_positive_total,NA
spatial_spd,22322,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22322|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,human,-0.1092,0.03180000000000001,-0.0774,85.05,TRUE,-0.091,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,non_positive_total,NA
spatial_spd,22330,Asia,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22330|region=Asia|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.1427,0.0032000000000000084,0.1459,91.19,TRUE,0.16,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22330,Asia,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22330|region=Asia|climatezone=Cold_Without_dry_season_Warm_Summer,human,0.011,0.0032000000000000015,0.0142,8.88,TRUE,0.16,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22344,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22344|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.1055,0.0316,0.1371,91.4,TRUE,0.15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22344,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22344|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,human,-0.0184,0.0316,0.0132,8.8,TRUE,0.15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22346,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22346|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.1692,0.033,0.2022,119.64,TRUE,0.169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,22346,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22346|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,human,-0.0661,0.03300000000000001,-0.0331,-19.59,TRUE,0.169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,22352,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22352|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,climate,0.2888,0.0121,0.3009,129.7,TRUE,0.232,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,22352,Europe,Cold_Without_dry_season_Warm_Summer,analysis=spatial_spd|dataset_id=22352|region=Europe|climatezone=Cold_Without_dry_season_Warm_Summer,human,-0.081,0.0121,-0.0689,-29.7,TRUE,0.232,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
spatial_spd,22367,Europe,Polar,analysis=spatial_spd|dataset_id=22367|region=Europe|climatezone=Polar,climate,0.4544,0.02739999999999998,0.4818,93.37,TRUE,0.516,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22367,Europe,Polar,analysis=spatial_spd|dataset_id=22367|region=Europe|climatezone=Polar,human,0.0066,0.027299999999999998,0.0339,6.57,TRUE,0.516,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22400,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=22400|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,climate,-0.0174,0.06459999999999999,0.0472,48.66,TRUE,0.097,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22400,North America,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=22400|region=North America|climatezone=Cold_Without_dry_season_Cold_Summer,human,-0.0151,0.0645,0.0494,50.93,TRUE,0.097,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22407,North America,Cold_Dry_Summer,analysis=spatial_spd|dataset_id=22407|region=North America|climatezone=Cold_Dry_Summer,climate,0.3153,0.027099999999999957,0.3424,84.96,TRUE,0.403,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22407,North America,Cold_Dry_Summer,analysis=spatial_spd|dataset_id=22407|region=North America|climatezone=Cold_Dry_Summer,human,0.0331,0.0271,0.0602,14.94,TRUE,0.403,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA
spatial_spd,22650,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=22650|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.1667,0.028100000000000014,0.1948,99.9,TRUE,0.195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22650,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=22650|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,human,-0.0276,0.0282,6e-4,0.31,TRUE,0.195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22652,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=22652|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,climate,0.0546,0.04,0.0946,94.6,TRUE,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
spatial_spd,22652,Europe,Cold_Without_dry_season_Cold_Summer,analysis=spatial_spd|dataset_id=22652|region=Europe|climatezone=Cold_Without_dry_season_Cold_Summer,human,-0.034,0.039900000000000005,0.0059,5.9,TRUE,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
